kidney.Het.1292357	kidney.Het.1292357	5153264	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292357_1_1_200814_D00376_0520_ACEAK5ANXX_L8.fq.gz
kidney.Het.1292358	kidney.Het.1292358	5153267	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292358_1_1_200814_D00376_0520_ACEAK5ANXX_L3.fq.gz
kidney.WT.1292359	kidney.WT.1292359	5153265	mouse	kidney	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292359_1_1_200814_D00376_0520_ACEAK5ANXX_L4.fq.gz
kidney.Het.1292360	kidney.Het.1292360	5153281	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292360_1_1_200814_D00376_0520_ACEAK5ANXX_L5.fq.gz
kidney.Het.1292361	kidney.Het.1292361	5153277	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292361_1_1_200814_D00376_0520_ACEAK5ANXX_L6.fq.gz
kidney.WT.1292362	kidney.WT.1292362	5153273	mouse	kidney	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292362_1_1_200814_D00376_0520_ACEAK5ANXX_L7.fq.gz
kidney.Het.1292363	kidney.Het.1292363	5153280	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292363_1_1_200814_D00376_0520_ACEAK5ANXX_L3.fq.gz
kidney.Het.1292364	kidney.Het.1292364	5144525	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292364_1_1_200814_D00376_0520_ACEAK5ANXX_L4.fq.gz
kidney.Het.1292365	kidney.Het.1292365	5153269	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292365_1_1_200814_D00376_0520_ACEAK5ANXX_L5.fq.gz
kidney.WT.1292366	kidney.WT.1292366	5153279	mouse	kidney	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292366_1_1_200814_D00376_0520_ACEAK5ANXX_L6.fq.gz
kidney.Het.1292367	kidney.Het.1292367	5144517	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292367_1_1_200814_D00376_0520_ACEAK5ANXX_L7.fq.gz
kidney.Het.1292368	kidney.Het.1292368	5144519	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292368_1_1_200814_D00376_0520_ACEAK5ANXX_L8.fq.gz
kidney.WT.1292369	kidney.WT.1292369	5153283	mouse	kidney	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292369_1_1_200814_D00376_0520_ACEAK5ANXX_L3.fq.gz
kidney.WT.1292370	kidney.WT.1292370	5153274	mouse	kidney	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292370_1_1_200814_D00376_0520_ACEAK5ANXX_L8.fq.gz
kidney.WT.1292371	kidney.WT.1292371	5153248	mouse	kidney	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292371_1_1_200814_D00376_0520_ACEAK5ANXX_L4.fq.gz
kidney.WT.1292372	kidney.WT.1292372	5153256	mouse	kidney	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292372_1_1_200814_D00376_0520_ACEAK5ANXX_L5.fq.gz
kidney.Het.1292373	kidney.Het.1292373	5153278	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292373_1_1_200814_D00376_0520_ACEAK5ANXX_L6.fq.gz
kidney.Het.1292374	kidney.Het.1292374	5153282	mouse	kidney	Dchs1.Het	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292374_1_1_200814_D00376_0520_ACEAK5ANXX_L7.fq.gz
kidney.WT.1292375	kidney.WT.1292375	5144564	mouse	kidney	Dchs1.WT	total RNA	single	Illumina HiSeq 2500	Dchs1_counts.txt	Dchs1_TPM.txt	1292375_1_1_200814_D00376_0520_ACEAK5ANXX_L8.fq.gz
